transaction_id,date,time,customer_name,customer_type,cut_type,chickens_count,live_weight_kg,carcass_weight_kg,weight_loss_kg,yield_ratio,price_per_kg,cogs_rp,revenue_rp,gross_profit_rp,payment_method,payment_status
TRX-20260728-1229,2026-07-28,04:42,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,29,64.79,46.97,17.82,0.725,35000,1425380,1643950,218570,Tempo_7H,Lunas
TRX-20260728-1230,2026-07-28,04:11,Eceran Umum,Umum,Karkas Utuh,1,1.8,1.31,0.49,0.727,35000,39600,45850,6250,Tunai,Lunas
TRX-20260728-1231,2026-07-28,03:05,Eceran Umum,Umum,Potong 8,1,1.76,1.27,0.49,0.722,36500,38720,46355,7635,Tunai,Lunas
TRX-20260728-1232,2026-07-28,07:12,Eceran Umum,Umum,Potong 4,2,3.97,2.95,1.02,0.744,35000,87340,103250,15910,Tunai,Lunas
TRX-20260728-1233,2026-07-28,09:36,Eceran Umum,Umum,Potong 4,1,2.09,1.53,0.56,0.732,35000,45980,53550,7570,Tunai,Lunas
TRX-20260728-1234,2026-07-28,05:38,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,24,54.97,41.56,13.41,0.756,35000,1209340,1454600,245260,Tempo_7H,Belum Lunas
TRX-20260728-1235,2026-07-28,04:25,Bakso Solo Mas Mul,Langganan,Potong 8,30,68.68,51.24,17.44,0.746,36500,1510960,1870260,359300,Tempo_7H,Belum Lunas
TRX-20260728-1236,2026-07-28,03:44,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,5,9.42,6.96,2.46,0.739,48000,207240,334080,126840,Tempo_3H,Belum Lunas
TRX-20260728-1237,2026-07-28,05:51,Bakso Solo Mas Mul,Langganan,Potong 4,25,51.58,37.45,14.13,0.726,35000,1134760,1310750,175990,Tempo_7H,Lunas
TRX-20260728-1238,2026-07-28,04:04,Eceran Umum,Umum,Karkas Utuh,2,3.55,2.65,0.9,0.746,35000,78100,92750,14650,Tunai,Lunas
TRX-20260728-1239,2026-07-28,03:12,Katering Berkah Ibu,Langganan,Potong 8,19,40.56,29.24,11.32,0.721,36500,892320,1067260,174940,Tempo_14H,Belum Lunas
TRX-20260728-1240,2026-07-28,07:59,Ayam Geprek Sambal Bawang,Langganan,Fillet Dada,34,61.38,45.48,15.9,0.741,48000,1350360,2183040,832680,Tunai,Belum Lunas
TRX-20260729-1241,2026-07-29,03:07,Eceran Umum,Umum,Fillet Dada,2,3.9,2.86,1.04,0.734,48000,85800,137280,51480,Tunai,Lunas
TRX-20260729-1242,2026-07-29,03:18,Ayam Geprek Sambal Bawang,Langganan,Karkas Utuh,11,23.13,16.98,6.15,0.734,35000,508860,594300,85440,Tunai,Belum Lunas
TRX-20260729-1243,2026-07-29,07:10,Eceran Umum,Umum,Karkas Utuh,2,4.29,3.18,1.11,0.742,35000,94380,111300,16920,Tunai,Lunas
TRX-20260729-1244,2026-07-29,03:16,Eceran Umum,Umum,Potong 8,1,1.79,1.29,0.5,0.721,36500,39380,47085,7705,Tunai,Lunas
TRX-20260729-1245,2026-07-29,06:05,Eceran Umum,Umum,Potong 8,1,1.76,1.33,0.43,0.755,36500,38720,48545,9825,Tunai,Lunas
TRX-20260729-1246,2026-07-29,08:20,Katering Berkah Ibu,Langganan,Campur,22,48.23,34.48,13.75,0.715,35000,1061060,1206800,145740,Tempo_14H,Belum Lunas
TRX-20260729-1247,2026-07-29,07:39,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 12,22,48.71,36.48,12.23,0.749,36500,1071620,1331520,259900,Tempo_3H,Belum Lunas
TRX-20260729-1248,2026-07-29,04:11,Bakso Solo Mas Mul,Langganan,Potong 8,26,49.12,35.71,13.41,0.727,36500,1080640,1303415,222775,Tempo_7H,Belum Lunas
TRX-20260729-1249,2026-07-29,05:17,Warung Padang Roda Jaya,Langganan,Potong 12,30,63.08,46.05,17.03,0.73,36500,1387760,1680825,293065,Tempo_7H,Belum Lunas
TRX-20260729-1250,2026-07-29,06:43,Ayam Geprek Sambal Bawang,Langganan,Karkas Utuh,24,44.77,33.35,11.42,0.745,35000,984940,1167250,182310,Tunai,Lunas
TRX-20260729-1251,2026-07-29,03:18,Eceran Umum,Umum,Potong 12,2,4.3,3.24,1.06,0.753,36500,94600,118260,23660,Tunai,Lunas
TRX-20260729-1252,2026-07-29,06:05,Warung Padang Roda Jaya,Langganan,Potong 8,25,50.4,37.75,12.65,0.749,36500,1108800,1377875,269075,Tempo_7H,Belum Lunas
TRX-20260729-1253,2026-07-29,05:49,Warung Nasi Sunda Ibu Imas,Langganan,Potong 12,30,66.32,48.94,17.38,0.738,36500,1459039,1786310,327271,Tempo_7H,Lunas
TRX-20260729-1254,2026-07-29,09:30,Warung Padang Roda Jaya,Langganan,Karkas Utuh,10,18.16,13.31,4.85,0.733,35000,399520,465850,66330,Tempo_7H,Belum Lunas
TRX-20260729-1255,2026-07-29,03:08,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,21,39.87,28.95,10.92,0.726,36500,877140,1056675,179535,Tempo_3H,Belum Lunas
TRX-20260729-1256,2026-07-29,03:24,Warung Padang Roda Jaya,Langganan,Campur,28,52.26,37.73,14.53,0.722,35000,1149720,1320550,170830,Tempo_7H,Belum Lunas
TRX-20260729-1257,2026-07-29,07:37,Warung Padang Roda Jaya,Langganan,Campur,21,44.29,31.71,12.58,0.716,35000,974380,1109850,135470,Tempo_7H,Lunas
TRX-20260729-1258,2026-07-29,04:14,Eceran Umum,Umum,Potong 8,2,3.79,2.73,1.06,0.719,36500,83380,99645,16265,Tunai,Lunas
TRX-20260729-1259,2026-07-29,05:07,Eceran Umum,Umum,Potong 4,1,1.79,1.33,0.46,0.743,35000,39380,46550,7170,Tunai,Lunas
TRX-20260729-1260,2026-07-29,04:27,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 12,32,62.93,46.57,16.36,0.74,36500,1384460,1699805,315345,Tempo_3H,Lunas
TRX-20260729-1261,2026-07-29,03:18,Depot Mie Pangsit 88,Langganan,Potong 12,23,50.46,37.59,12.87,0.745,36500,1110120,1372035,261915,Tempo_3H,Belum Lunas
TRX-20260729-1262,2026-07-29,08:04,Eceran Umum,Umum,Potong 8,2,4.25,3.2,1.05,0.752,36500,93500,116800,23300,Tunai,Lunas
TRX-20260730-1263,2026-07-30,08:36,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,27,48.62,35.78,12.84,0.736,35000,1069640,1252300,182660,Tempo_3H,Belum Lunas
TRX-20260730-1264,2026-07-30,07:26,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,24,53.85,39.1,14.75,0.726,35000,1184700,1368500,183800,Tempo_7H,Lunas
TRX-20260730-1265,2026-07-30,04:19,Bakso Solo Mas Mul,Langganan,Potong 4,30,54.17,38.84,15.33,0.717,35000,1191740,1359400,167660,Tempo_7H,Belum Lunas
TRX-20260730-1266,2026-07-30,10:31,Eceran Umum,Umum,Fillet Dada,1,1.8,1.33,0.47,0.739,48000,39600,63840,24240,Tunai,Lunas
TRX-20260730-1267,2026-07-30,08:23,Eceran Umum,Umum,Potong 8,1,1.93,1.37,0.56,0.711,36500,42460,50005,7545,Tunai,Lunas
TRX-20260730-1268,2026-07-30,05:26,Katering Berkah Ibu,Langganan,Potong 4,13,26.93,19.47,7.46,0.723,35000,592460,681450,88990,Tempo_14H,Belum Lunas
TRX-20260730-1269,2026-07-30,10:47,Eceran Umum,Umum,Karkas Utuh,2,3.68,2.78,0.9,0.755,35000,80960,97300,16340,Tunai,Lunas
TRX-20260730-1270,2026-07-30,06:12,Katering Berkah Ibu,Langganan,Campur,28,60.75,43.74,17.01,0.72,35000,1336500,1530900,194400,Tempo_14H,Belum Lunas
TRX-20260730-1271,2026-07-30,06:44,Eceran Umum,Umum,Campur,1,1.97,1.46,0.51,0.742,35000,43340,51100,7760,Tunai,Lunas
TRX-20260730-1272,2026-07-30,03:26,Warung Nasi Sunda Ibu Imas,Langganan,Potong 12,23,41.58,29.98,11.6,0.721,36500,914760,1094270,179510,Tempo_7H,Belum Lunas
TRX-20260730-1273,2026-07-30,03:39,Eceran Umum,Umum,Potong 12,2,3.49,2.59,0.9,0.743,36500,76780,94535,17755,Tunai,Lunas
TRX-20260730-1274,2026-07-30,09:21,Katering Berkah Ibu,Langganan,Potong 8,32,72.44,54.84,17.6,0.757,36500,1593680,2001660,407980,Tempo_14H,Belum Lunas
TRX-20260730-1275,2026-07-30,03:36,Bakso Solo Mas Mul,Langganan,Karkas Utuh,30,56.72,42.6,14.12,0.751,35000,1247840,1491000,243160,Tempo_7H,Lunas
TRX-20260730-1276,2026-07-30,09:26,Warung Padang Roda Jaya,Langganan,Potong 4,6,13.78,10.17,3.61,0.738,35000,303160,355950,52790,Tempo_7H,Lunas
TRX-20260730-1277,2026-07-30,05:14,Eceran Umum,Umum,Potong 12,2,4.37,3.14,1.23,0.718,36500,96140,114610,18470,Tunai,Lunas
TRX-20260730-1278,2026-07-30,03:52,Bakso Solo Mas Mul,Langganan,Potong 4,28,54.43,39.14,15.29,0.719,35000,1197460,1369900,172440,Tempo_7H,Belum Lunas
TRX-20260730-1279,2026-07-30,06:04,Bakso Solo Mas Mul,Langganan,Karkas Utuh,33,75.17,56.83,18.34,0.756,35000,1653740,1989050,335310,Tempo_7H,Belum Lunas
TRX-20260730-1280,2026-07-30,05:54,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,10,18.54,13.61,4.93,0.734,35000,407880,476350,68470,Tempo_3H,Belum Lunas
TRX-20260730-1281,2026-07-30,04:20,Warung Padang Roda Jaya,Langganan,Potong 12,11,20.32,14.83,5.49,0.73,36500,447040,541295,94255,Tempo_7H,Belum Lunas
TRX-20260730-1282,2026-07-30,03:27,Depot Mie Pangsit 88,Langganan,Karkas Utuh,8,18.22,13.61,4.61,0.747,35000,400840,476350,75510,Tempo_3H,Belum Lunas
TRX-20260730-1283,2026-07-30,03:23,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 12,11,21.64,16.25,5.39,0.751,36500,476080,593125,117045,Tempo_3H,Belum Lunas
TRX-20260731-1284,2026-07-31,03:14,Eceran Umum,Umum,Campur,1,2.02,1.48,0.54,0.731,35000,44440,51800,7360,Tunai,Lunas
TRX-20260731-1285,2026-07-31,06:14,Eceran Umum,Umum,Potong 4,2,4.17,3.13,1.04,0.751,35000,91740,109550,17810,Tunai,Lunas
TRX-20260731-1286,2026-07-31,08:52,Eceran Umum,Umum,Potong 12,2,3.89,2.87,1.02,0.737,36500,85580,104755,19175,Tunai,Lunas
TRX-20260731-1287,2026-07-31,08:10,Ayam Geprek Sambal Bawang,Langganan,Potong 4,32,63.89,46.58,17.31,0.729,35000,1405580,1630300,224720,Tunai,Belum Lunas
TRX-20260731-1288,2026-07-31,08:20,Eceran Umum,Umum,Potong 4,1,1.79,1.3,0.49,0.727,35000,39380,45500,6120,Tunai,Lunas
TRX-20260731-1289,2026-07-31,04:18,Eceran Umum,Umum,Potong 4,2,3.62,2.65,0.97,0.733,35000,79640,92750,13110,Tunai,Lunas
TRX-20260731-1290,2026-07-31,08:40,Warung Padang Roda Jaya,Langganan,Fillet Dada,19,40.57,30.51,10.06,0.752,48000,892540,1464480,571940,Tempo_7H,Lunas
TRX-20260731-1291,2026-07-31,08:58,Eceran Umum,Umum,Karkas Utuh,1,1.96,1.42,0.54,0.727,35000,43120,49700,6580,Tunai,Lunas
TRX-20260731-1292,2026-07-31,06:25,Warung Padang Roda Jaya,Langganan,Potong 8,30,66.92,48.05,18.87,0.718,36500,1472240,1753825,281585,Tempo_7H,Belum Lunas
TRX-20260731-1293,2026-07-31,06:40,Eceran Umum,Umum,Potong 8,2,4.28,3.13,1.15,0.731,36500,94160,114245,20085,Tunai,Lunas
TRX-20260731-1294,2026-07-31,10:57,Ayam Geprek Sambal Bawang,Langganan,Campur,18,40.95,31.04,9.91,0.758,35000,900900,1086400,185500,Tunai,Lunas
TRX-20260731-1295,2026-07-31,03:00,Eceran Umum,Umum,Fillet Dada,2,3.9,2.93,0.97,0.752,48000,85800,140640,54840,Tunai,Lunas
TRX-20260731-1296,2026-07-31,06:28,Eceran Umum,Umum,Potong 4,2,3.68,2.74,0.94,0.744,35000,80960,95900,14940,Tunai,Lunas
TRX-20260731-1297,2026-07-31,04:32,Katering Berkah Ibu,Langganan,Potong 8,17,33.06,24.8,8.26,0.75,36500,727320,905200,177880,Tempo_14H,Belum Lunas
TRX-20260731-1298,2026-07-31,06:46,Warung Padang Roda Jaya,Langganan,Potong 4,28,56.35,40.8,15.55,0.724,35000,1239700,1428000,188300,Tempo_7H,Belum Lunas
TRX-20260731-1299,2026-07-31,05:36,Warung Padang Roda Jaya,Langganan,Campur,5,10.8,7.79,3.01,0.721,35000,237600,272650,35050,Tempo_7H,Lunas
TRX-20260731-1300,2026-07-31,04:13,Eceran Umum,Umum,Karkas Utuh,1,1.92,1.42,0.5,0.737,35000,42240,49700,7460,Tunai,Lunas
TRX-20260731-1301,2026-07-31,03:44,Eceran Umum,Umum,Potong 8,1,1.91,1.36,0.55,0.712,36500,42020,49640,7620,Tunai,Lunas
TRX-20260731-1302,2026-07-31,05:09,Warung Padang Roda Jaya,Langganan,Karkas Utuh,33,62.33,45.06,17.27,0.723,35000,1371260,1577100,205840,Tempo_7H,Belum Lunas
TRX-20260731-1303,2026-07-31,03:03,Warung Nasi Sunda Ibu Imas,Langganan,Potong 8,7,12.81,9.3,3.51,0.726,36500,281820,339450,57630,Tempo_7H,Lunas
TRX-20260731-1304,2026-07-31,05:36,Bakso Solo Mas Mul,Langganan,Campur,17,37.47,26.94,10.53,0.719,35000,824340,942900,118560,Tempo_7H,Belum Lunas
TRX-20260801-1305,2026-08-01,05:21,Katering Berkah Ibu,Langganan,Karkas Utuh,9,18.93,13.93,5.0,0.736,35000,416460,487550,71090,Tempo_14H,Lunas
TRX-20260801-1306,2026-08-01,03:27,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,21,41.75,29.77,11.98,0.713,36500,918500,1086605,168105,Tempo_3H,Belum Lunas
TRX-20260801-1307,2026-08-01,05:40,Eceran Umum,Umum,Fillet Dada,2,4.18,3.1,1.08,0.742,48000,91960,148800,56840,Tunai,Lunas
TRX-20260801-1308,2026-08-01,08:14,Bakso Solo Mas Mul,Langganan,Potong 12,15,32.43,24.32,8.11,0.75,36500,713460,887680,174220,Tempo_7H,Belum Lunas
TRX-20260801-1309,2026-08-01,05:41,Katering Berkah Ibu,Langganan,Fillet Dada,11,22.69,16.9,5.79,0.745,48000,499180,811199,312019,Tempo_14H,Belum Lunas
TRX-20260801-1310,2026-08-01,04:20,Warung Padang Roda Jaya,Langganan,Potong 12,16,31.91,24.03,7.88,0.753,36500,702020,877095,175075,Tempo_7H,Belum Lunas
TRX-20260801-1311,2026-08-01,04:23,Eceran Umum,Umum,Potong 12,1,1.79,1.34,0.45,0.747,36500,39380,48910,9530,Tunai,Lunas
TRX-20260801-1312,2026-08-01,05:07,Eceran Umum,Umum,Potong 4,2,3.79,2.71,1.08,0.714,35000,83380,94850,11470,Tunai,Lunas
TRX-20260801-1313,2026-08-01,05:27,Eceran Umum,Umum,Karkas Utuh,2,3.83,2.73,1.1,0.713,35000,84260,95550,11290,Tunai,Lunas
TRX-20260801-1314,2026-08-01,05:51,Warung Padang Roda Jaya,Langganan,Fillet Dada,9,16.76,11.98,4.78,0.715,48000,368720,575040,206320,Tempo_7H,Belum Lunas
TRX-20260801-1315,2026-08-01,04:13,Eceran Umum,Umum,Fillet Dada,2,4.25,3.07,1.18,0.722,48000,93500,147360,53860,Tunai,Lunas
TRX-20260801-1316,2026-08-01,04:47,Eceran Umum,Umum,Potong 12,2,4.07,3.0,1.07,0.736,36500,89540,109500,19960,Tunai,Lunas
TRX-20260801-1317,2026-08-01,03:21,Ayam Geprek Sambal Bawang,Langganan,Karkas Utuh,9,16.77,12.24,4.53,0.73,35000,368940,428400,59460,Tunai,Lunas
TRX-20260801-1318,2026-08-01,04:53,Eceran Umum,Umum,Karkas Utuh,2,4.35,3.11,1.24,0.716,35000,95699,108850,13151,Tunai,Lunas
TRX-20260801-1319,2026-08-01,04:39,Warung Nasi Sunda Ibu Imas,Langganan,Fillet Dada,14,30.88,22.42,8.46,0.726,48000,679360,1076160,396800,Tempo_7H,Lunas
TRX-20260801-1320,2026-08-01,05:22,Eceran Umum,Umum,Potong 8,1,1.79,1.28,0.51,0.716,36500,39380,46720,7340,Tunai,Lunas
TRX-20260801-1321,2026-08-01,09:31,Eceran Umum,Umum,Karkas Utuh,2,3.76,2.73,1.03,0.726,35000,82720,95550,12830,Tunai,Lunas
TRX-20260801-1322,2026-08-01,05:17,Eceran Umum,Umum,Karkas Utuh,1,2.08,1.53,0.55,0.735,35000,45760,53550,7790,Tunai,Lunas
TRX-20260801-1323,2026-08-01,03:53,Eceran Umum,Umum,Potong 12,2,3.68,2.65,1.03,0.721,36500,80960,96725,15765,Tunai,Lunas
TRX-20260801-1324,2026-08-01,03:15,Warung Padang Roda Jaya,Langganan,Potong 4,20,36.87,26.25,10.62,0.712,35000,811140,918750,107610,Tempo_7H,Belum Lunas
TRX-20260801-1325,2026-08-01,03:46,Eceran Umum,Umum,Potong 4,2,3.86,2.79,1.07,0.722,35000,84920,97650,12730,Tunai,Lunas
TRX-20260801-1326,2026-08-01,04:23,Depot Mie Pangsit 88,Langganan,Karkas Utuh,26,48.58,35.51,13.07,0.731,35000,1068760,1242850,174090,Tempo_3H,Belum Lunas
TRX-20260801-1327,2026-08-01,07:52,Warung Padang Roda Jaya,Langganan,Potong 4,16,34.04,24.17,9.87,0.71,35000,748880,845950,97070,Tempo_7H,Belum Lunas
TRX-20260801-1328,2026-08-01,04:12,Katering Berkah Ibu,Langganan,Potong 8,34,74.52,54.25,20.27,0.728,36500,1639440,1980125,340685,Tempo_14H,Belum Lunas
TRX-20260801-1329,2026-08-01,03:01,Depot Mie Pangsit 88,Langganan,Karkas Utuh,22,41.64,30.65,10.99,0.736,35000,916080,1072750,156670,Tempo_3H,Belum Lunas
TRX-20260801-1330,2026-08-01,03:48,Katering Berkah Ibu,Langganan,Potong 8,27,50.55,38.22,12.33,0.756,36500,1112100,1395030,282930,Tempo_14H,Belum Lunas
TRX-20260801-1331,2026-08-01,05:27,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,34,69.8,52.42,17.38,0.751,35000,1535600,1834700,299100,Tempo_7H,Belum Lunas
TRX-20260802-1332,2026-08-02,06:20,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,7,14.18,10.56,3.62,0.745,36500,311960,385440,73480,Tempo_3H,Belum Lunas
TRX-20260802-1333,2026-08-02,04:49,Bakso Solo Mas Mul,Langganan,Karkas Utuh,15,31.2,22.4,8.8,0.718,35000,686400,784000,97600,Tempo_7H,Belum Lunas
TRX-20260802-1334,2026-08-02,03:13,Ayam Geprek Sambal Bawang,Langganan,Potong 8,14,31.77,24.02,7.75,0.756,36500,698940,876730,177790,Tunai,Belum Lunas
TRX-20260802-1335,2026-08-02,03:05,Eceran Umum,Umum,Potong 12,1,1.9,1.37,0.53,0.719,36500,41800,50005,8205,Tunai,Lunas
TRX-20260802-1336,2026-08-02,03:55,Eceran Umum,Umum,Potong 8,1,2.0,1.47,0.53,0.735,36500,44000,53655,9655,Tunai,Lunas
TRX-20260802-1337,2026-08-02,09:20,Eceran Umum,Umum,Campur,1,1.78,1.29,0.49,0.727,35000,39160,45150,5990,Tunai,Lunas
TRX-20260802-1338,2026-08-02,04:47,Eceran Umum,Umum,Potong 12,2,4.09,2.93,1.16,0.716,36500,89980,106945,16965,Tunai,Lunas
TRX-20260802-1339,2026-08-02,05:54,Eceran Umum,Umum,Fillet Dada,2,4.21,2.99,1.22,0.711,48000,92620,143520,50900,Tunai,Lunas
TRX-20260802-1340,2026-08-02,03:31,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 12,17,35.45,26.09,9.36,0.736,36500,779900,952285,172385,Tempo_3H,Lunas
TRX-20260802-1341,2026-08-02,07:37,Depot Mie Pangsit 88,Langganan,Potong 12,30,62.9,45.16,17.74,0.718,36500,1383800,1648339,264539,Tempo_3H,Lunas
TRX-20260802-1342,2026-08-02,04:35,Warung Nasi Sunda Ibu Imas,Langganan,Potong 12,10,21.34,15.79,5.55,0.74,36500,469480,576335,106855,Tempo_7H,Belum Lunas
TRX-20260802-1343,2026-08-02,08:39,Eceran Umum,Umum,Potong 4,2,3.86,2.82,1.04,0.73,35000,84920,98700,13780,Tunai,Lunas
TRX-20260802-1344,2026-08-02,08:39,Ayam Geprek Sambal Bawang,Langganan,Potong 4,23,50.39,38.15,12.24,0.757,35000,1108580,1335250,226670,Tunai,Lunas
TRX-20260802-1345,2026-08-02,04:28,Depot Mie Pangsit 88,Langganan,Karkas Utuh,6,12.49,9.08,3.41,0.727,35000,274780,317800,43020,Tempo_3H,Belum Lunas
TRX-20260802-1346,2026-08-02,08:49,Katering Berkah Ibu,Langganan,Potong 4,26,50.24,36.98,13.26,0.736,35000,1105280,1294300,189020,Tempo_14H,Belum Lunas
TRX-20260802-1347,2026-08-02,05:48,Eceran Umum,Umum,Potong 8,1,1.79,1.31,0.48,0.731,36500,39380,47815,8435,Tunai,Lunas
TRX-20260802-1348,2026-08-02,06:14,Warung Padang Roda Jaya,Langganan,Potong 4,34,65.71,47.18,18.53,0.718,35000,1445619,1651300,205681,Tempo_7H,Belum Lunas
TRX-20260802-1349,2026-08-02,06:07,Katering Berkah Ibu,Langganan,Potong 4,15,32.7,24.49,8.21,0.749,35000,719400,857150,137750,Tempo_14H,Belum Lunas
TRX-20260802-1350,2026-08-02,04:30,Depot Mie Pangsit 88,Langganan,Potong 4,16,34.31,25.25,9.06,0.736,35000,754820,883750,128930,Tempo_3H,Belum Lunas
TRX-20260802-1351,2026-08-02,06:03,Katering Berkah Ibu,Langganan,Potong 8,20,36.97,28.02,8.95,0.758,36500,813340,1022730,209390,Tempo_14H,Belum Lunas
TRX-20260802-1352,2026-08-02,05:31,Eceran Umum,Umum,Campur,1,1.83,1.36,0.47,0.744,35000,40260,47600,7340,Tunai,Lunas
TRX-20260802-1353,2026-08-02,05:47,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,24,45.14,32.32,12.82,0.716,35000,993080,1131200,138120,Tempo_3H,Belum Lunas
TRX-20260802-1354,2026-08-02,05:18,Ayam Geprek Sambal Bawang,Langganan,Karkas Utuh,17,31.37,23.5,7.87,0.749,35000,690140,822500,132360,Tunai,Belum Lunas
TRX-20260802-1355,2026-08-02,04:09,Depot Mie Pangsit 88,Langganan,Potong 4,23,42.7,31.47,11.23,0.737,35000,939400,1101450,162050,Tempo_3H,Lunas
TRX-20260802-1356,2026-08-02,05:55,Ayam Geprek Sambal Bawang,Langganan,Karkas Utuh,11,20.49,14.59,5.9,0.712,35000,450779,510650,59871,Tunai,Belum Lunas
TRX-20260802-1357,2026-08-02,05:19,Eceran Umum,Umum,Potong 8,2,3.51,2.64,0.87,0.752,36500,77220,96360,19140,Tunai,Lunas
TRX-20260802-1358,2026-08-02,04:31,Bakso Solo Mas Mul,Langganan,Karkas Utuh,25,57.2,41.36,15.84,0.723,35000,1258400,1447600,189200,Tempo_7H,Belum Lunas
TRX-20260803-1359,2026-08-03,05:27,Warung Padang Roda Jaya,Langganan,Campur,6,13.58,9.85,3.73,0.725,35000,298760,344750,45990,Tempo_7H,Lunas
TRX-20260803-1360,2026-08-03,10:14,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Campur,22,49.96,37.27,12.69,0.746,35000,1099120,1304450,205330,Tempo_3H,Belum Lunas
TRX-20260803-1361,2026-08-03,09:23,Depot Mie Pangsit 88,Langganan,Fillet Dada,32,69.39,49.89,19.5,0.719,48000,1526580,2394720,868140,Tempo_3H,Belum Lunas
TRX-20260803-1362,2026-08-03,09:58,Eceran Umum,Umum,Karkas Utuh,2,3.67,2.7,0.97,0.736,35000,80740,94500,13760,Tunai,Lunas
TRX-20260803-1363,2026-08-03,06:23,Eceran Umum,Umum,Potong 12,2,3.92,2.79,1.13,0.712,36500,86240,101835,15595,Tunai,Lunas
TRX-20260803-1364,2026-08-03,06:37,Warung Nasi Sunda Ibu Imas,Langganan,Potong 8,22,47.83,35.01,12.82,0.732,36500,1052260,1277865,225605,Tempo_7H,Belum Lunas
TRX-20260803-1365,2026-08-03,08:59,Depot Mie Pangsit 88,Langganan,Potong 4,25,49.74,35.41,14.33,0.712,35000,1094280,1239349,145069,Tempo_3H,Lunas
TRX-20260803-1366,2026-08-03,08:20,Depot Mie Pangsit 88,Langganan,Fillet Dada,32,72.17,54.2,17.97,0.751,48000,1587740,2601600,1013860,Tempo_3H,Belum Lunas
TRX-20260803-1367,2026-08-03,05:30,Bakso Solo Mas Mul,Langganan,Potong 4,14,26.52,19.31,7.21,0.728,35000,583440,675850,92410,Tempo_7H,Belum Lunas
TRX-20260803-1368,2026-08-03,05:56,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 12,27,58.11,43.58,14.53,0.75,36500,1278420,1590670,312250,Tempo_3H,Lunas
TRX-20260803-1369,2026-08-03,06:23,Eceran Umum,Umum,Potong 12,1,2.02,1.49,0.53,0.738,36500,44440,54385,9945,Tunai,Lunas
TRX-20260803-1370,2026-08-03,04:29,Eceran Umum,Umum,Potong 12,1,2.18,1.65,0.53,0.755,36500,47960,60225,12265,Tunai,Lunas
TRX-20260803-1371,2026-08-03,05:25,Bakso Solo Mas Mul,Langganan,Potong 12,24,46.2,34.05,12.15,0.737,36500,1016400,1242825,226425,Tempo_7H,Belum Lunas
TRX-20260803-1372,2026-08-03,04:27,Katering Berkah Ibu,Langganan,Potong 8,30,61.13,45.85,15.28,0.75,36500,1344860,1673525,328665,Tempo_14H,Belum Lunas
TRX-20260803-1373,2026-08-03,05:41,Warung Nasi Sunda Ibu Imas,Langganan,Campur,22,41.47,30.77,10.7,0.742,35000,912340,1076950,164610,Tempo_7H,Belum Lunas
TRX-20260803-1374,2026-08-03,03:01,Warung Padang Roda Jaya,Langganan,Potong 8,21,39.75,29.49,10.26,0.742,36500,874500,1076385,201885,Tempo_7H,Belum Lunas
TRX-20260803-1375,2026-08-03,04:41,Katering Berkah Ibu,Langganan,Potong 4,29,61.76,45.08,16.68,0.73,35000,1358720,1577800,219080,Tempo_14H,Belum Lunas
TRX-20260804-1376,2026-08-04,04:16,Warung Nasi Sunda Ibu Imas,Langganan,Campur,33,63.97,47.15,16.82,0.737,35000,1407340,1650250,242910,Tempo_7H,Belum Lunas
TRX-20260804-1377,2026-08-04,04:45,Eceran Umum,Umum,Fillet Dada,2,4.17,3.09,1.08,0.741,48000,91740,148320,56580,Tunai,Lunas
TRX-20260804-1378,2026-08-04,05:14,Depot Mie Pangsit 88,Langganan,Fillet Dada,12,21.65,15.41,6.24,0.712,48000,476299,739680,263381,Tempo_3H,Lunas
TRX-20260804-1379,2026-08-04,04:55,Eceran Umum,Umum,Potong 12,2,4.39,3.17,1.22,0.721,36500,96580,115705,19125,Tunai,Lunas
TRX-20260804-1380,2026-08-04,10:46,Eceran Umum,Umum,Potong 8,1,2.17,1.63,0.54,0.75,36500,47740,59494,11754,Tunai,Lunas
TRX-20260804-1381,2026-08-04,03:11,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,20,42.79,31.62,11.17,0.739,36500,941380,1154130,212750,Tempo_3H,Belum Lunas
TRX-20260804-1382,2026-08-04,05:47,Eceran Umum,Umum,Potong 8,1,1.74,1.28,0.46,0.735,36500,38280,46720,8440,Tunai,Lunas
